"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","398","2203473027072","22953984","5087232","19720","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.546875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6296","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","3164",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19720","19720","5087232","5087232","247432","247432","5799936","5799936","24707072","24707072","169558016","2203487780864","True","Normal","5087232","5087232","00:00:00.2656250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5468750","00:00:00.2812500","154804224","2203473027072","False",,,,"22953984","22953984",,
"svchost","0","212","2203414597632","8708096","2453504","10936","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.109375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5188","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","3348",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10936","10936","2453504","2453504","114776","114776","2998272","2998272","10465280","10465280","105844736","2203424067584","True","Normal","2453504","2453504","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0312500","96374784","2203414597632","False",,,,"8708096","8708096",,
"svchost","0","213","2203429011456","13996032","3358720","12408",,,"0.234375",,,,,"Process","8",,,,,,"213","3740",".","0","",,,,,"12408","12408","3358720","3358720","134328","134328","3690496","3690496","15216640","15216640","117080064","2203435302912",,,"3358720","3358720","00:00:00.1093750","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1250000","110788608","2203429011456","False",,,,"13996032","13996032",,
"svchost","1","148","2203445403648","12247040","2002944","8832","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4804","Microsoft.Win32.SafeHandles.SafeProcessHandle","148","3888",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2002944","2002944","181328","181328","2383872","2383872","13287424","13287424","133476352","2203451699200","True","Normal","2002944","2002944","00:00:00.0625000","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","127180800","2203445403648","False",,,,"12247040","12247040",,
"svchost","1","312","2203477532672","18759680","4349952","14712","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.171875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6360","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","3944",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14712","14712","4349952","4349952","254160","254160","4943872","4943872","21798912","21798912","166936576","2203485159424","True","Normal","4349952","4349952","00:00:00.0625000","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.1093750","159309824","2203477532672","False",,,,"18759680","18759680",,
"svchost","1","110","2203426979840","6717440","1507328","7608","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4028","Microsoft.Win32.SafeHandles.SafeProcessHandle","110","3988",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7608","7608","1507328","1507328","143776","143776","1724416","1724416","7426048","7426048","111902720","2203430125568","True","Normal","1507328","1507328","00:00:00.0312500","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","108756992","2203426979840","False",,,,"6717440","6717440",,
"svchost","1","432","2203607113728","31158272","8540160","17656","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.5","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4836","Microsoft.Win32.SafeHandles.SafeProcessHandle","432","4040",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17656","17656","8540160","8540160","507984","507984","10190848","10190848","38318080","38318080","315105280","2203633328128","True","Normal","8540160","8540160","00:00:00.4843750","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5000000","00:00:01.0156250","288890880","2203607113728","False",,,,"31158272","31158272",,
"svchost","0","314","2203478102016","16957440","4571136","18632","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.15625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3832","Microsoft.Win32.SafeHandles.SafeProcessHandle","314","4452",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18632","18632","4571136","4571136","249608","249608","5005312","5005312","20893696","20893696","166707200","2203484930048","True","Normal","4571136","4571136","00:00:00.0937500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0625000","159879168","2203478102016","False",,,,"16957440","16957440",,
"svchost","0","117","2203401502720","8998912","1654784","7608","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.109375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3212","Microsoft.Win32.SafeHandles.SafeProcessHandle","117","4664",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7608","7608","1654784","1654784","94720","94720","2056192","2056192","10326016","10326016","90460160","2203408683008","True","Normal","1654784","1654784","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:03:22 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0468750","83279872","2203401502720","False",,,,"8998912","8998912",,
"svchost","0","155","2203414712320","9756672","2097152","42592","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6356","Microsoft.Win32.SafeHandles.SafeProcessHandle","155","4696",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42592","42592","2097152","2097152","122456","122456","2367488","2367488","10895360","10895360","100687872","2203418910720","True","Normal","2097152","2097152","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","96489472","2203414712320","False",,,,"9756672","9756672",,
"svchost","1","341","2203562360832","23031808","4722688","15632","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.90625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4732","Microsoft.Win32.SafeHandles.SafeProcessHandle","341","4792",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15632","15632","4722688","4722688","385632","385632","4722688","4722688","23367680","23367680","244232192","2203562455040","True","Normal","4722688","4722688","00:00:00.3593750","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9062500","00:00:00.5468750","244137984","2203562360832","False",,,,"23031808","23031808",,
"svchost","0","190","2203421880320","13758464","2736128","11192","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.296875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6276","Microsoft.Win32.SafeHandles.SafeProcessHandle","190","4852",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11192","11192","2736128","2736128","137304","137304","2985984","2985984","13852672","13852672","107851776","2203426074624","True","Normal","2736128","2736128","00:00:00.2343750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.0625000","103657472","2203421880320","False",,,,"13758464","13758464",,
"svchost","1","296","2203523289088","21577728","4366336","15088","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.546875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3816","Microsoft.Win32.SafeHandles.SafeProcessHandle","296","5520",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15088","15088","4366336","4366336","332936","332936","5726208","5726208","25001984","25001984","232706048","2203550928896","True","Normal","4366336","4366336","00:00:00.4375000","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5468750","00:00:00.1093750","205066240","2203523289088","False",,,,"21577728","21577728",,
"svchost","0","336","2203502215168","30121984","8839168","17224","C:\Windows\System32\svchost.exe","Microsoft Corporation","1.65625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6508","Microsoft.Win32.SafeHandles.SafeProcessHandle","336","5580",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17224","17224","8839168","8839168","290840","290840","11104256","11104256","41525248","41525248","245268480","2203563491328","True","Normal","8839168","8839168","00:00:00.5781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:03:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6562500","00:00:01.0781250","183992320","2203502215168","False",,,,"30121984","30121984",,
"svchost","0","389","2203450064896","16502784","4108288","23984","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6372","Microsoft.Win32.SafeHandles.SafeProcessHandle","389","5656",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23984","23984","4108288","4108288","190184","190184","4468736","4468736","18362368","18362368","137625600","2203455848448","True","Normal","4108288","4108288","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","131842048","2203450064896","False",,,,"16502784","16502784",,
"svchost","0","203","2203454795776","15900672","3067904","11008","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.546875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3252","Microsoft.Win32.SafeHandles.SafeProcessHandle","203","5916",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11008","11008","3067904","3067904","194392","194392","5578752","5578752","18100224","18100224","147832832","2203466055680","True","Normal","3067904","3067904","00:00:00.3125000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5468750","00:00:00.2343750","136572928","2203454795776","False",,,,"15900672","15900672",,
"svchost","0","302","2203475099648","23654400","5390336","17640","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.703125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4084","Microsoft.Win32.SafeHandles.SafeProcessHandle","302","6160",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17640","17640","5390336","5390336","238320","238320","6311936","6311936","24690688","24690688","167886848","2203486109696","True","Normal","5390336","5390336","00:00:00.2656250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7031250","00:00:00.4375000","156876800","2203475099648","False",,,,"23654400","23654400",,
"svchost","0","281","2203461734400","15695872","3362816","12840","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.28125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5104","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","7076",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12840","12840","3362816","3362816","225704","225704","3653632","3653632","17522688","17522688","151683072","2203469905920","True","Normal","3362816","3362816","00:00:00.1562500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:16 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1250000","143511552","2203461734400","False",,,,"15695872","15695872",,
"svchost","0","197","2203412488192","10510336","2011136","12432","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4888","Microsoft.Win32.SafeHandles.SafeProcessHandle","197","7096",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12432","12432","2011136","2011136","115384","115384","2162688","2162688","11325440","11325440","96514048","2203414736896","True","Normal","2011136","2011136","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","94265344","2203412488192","False",,,,"10510336","10510336",,
"svchost","0","371","2203481366528","19193856","4681728","15944","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.484375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6252","Microsoft.Win32.SafeHandles.SafeProcessHandle","371","7104",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15944","15944","4681728","4681728","248064","248064","6791168","6791168","22085632","22085632","166289408","2203484512256","True","Normal","4681728","4681728","00:00:00.2187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.2656250","163143680","2203481366528","False",,,,"19193856","19193856",,
"svchost","0","209","2203413143552","10190848","2134016","14744","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5220","Microsoft.Win32.SafeHandles.SafeProcessHandle","209","7440",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14744","14744","2134016","2134016","117992","117992","2486272","2486272","11022336","11022336","101212160","2203419435008","True","Normal","2134016","2134016","00:00:00.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","94920704","2203413143552","False",,,,"10190848","10190848",,
"svchost","0","273","2203445919744","15446016","4222976","13688","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4720","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","8024",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13688","13688","4222976","4222976","176480","176480","4689920","4689920","17682432","17682432","137433088","2203455655936","True","Normal","4222976","4222976","00:00:00.1406250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0625000","127696896","2203445919744","False",,,,"15446016","15446016",,
"svchost","0","199","2203515211776","14954496","6664192","15224","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3916","Microsoft.Win32.SafeHandles.SafeProcessHandle","199","8728",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","6664192","6664192","170408","170408","6942720","6942720","14966784","14966784","201596928","2203519819776","True","Normal","6664192","6664192","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:41:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","196988928","2203515211776","False",,,,"14954496","14954496",,
"svchost","0","229","2203437281280","14909440","2957312","11184","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.21875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2468","Microsoft.Win32.SafeHandles.SafeProcessHandle","229","8884",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11184","11184","2957312","2957312","173592","173592","3563520","3563520","16138240","16138240","128536576","2203446759424","True","Normal","2957312","2957312","00:00:00.1406250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 9:03:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0781250","119058432","2203437281280","False",,,,"14909440","14909440",,
"System","0","2971","12664832","278528","176128","136",,,"105.09375",,,,,"Process","8",,,,,,"2971","4",".","0","",,,,,"136","136","176128","176128","0","0","700416","700416","267948032","267948032","280334336","280334336",,,"176128","176128","00:01:45.0937500","System",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:02 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:45.0937500","00:00:00","12664832","12664832","False",,,,"278528","278528",,
"SystemSettings","1","1205","2207423197184","8642560","71811072","63928","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","Microsoft Corporation","1.921875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Settings","Microsoft? Windows? Operating System","Process","8",,"False",,"4936","Microsoft.Win32.SafeHandles.SafeProcessHandle","1205","6628",".","132054","Settings","System.Diagnostics.ProcessModule (SystemSettings.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","63928","63928","71811072","71811072","1820480","1820480","73023488","73023488","169766912","169766912","-162664448","2207450525696","True","Normal","71811072","71811072","00:00:01.0156250","SystemSettings","3","False","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:06:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","00:00:00.9062500","-189992960","2207423197184","False",,,,"8642560","8642560",,
"SystemSettingsBroker","1","301","2203550601216","25559040","5304320","16448","C:\Windows\System32\SystemSettingsBroker.exe","Microsoft Corporation","0.265625","10.0.22621.3527 (WinBuild.160101.0800)","10.0.22621.3527","System Settings Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6476","Microsoft.Win32.SafeHandles.SafeProcessHandle","301","588",".","0","","System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16448","16448","5304320","5304320","391832","391832","6627328","6627328","30064640","30064640","249524224","2203567747072","True","Normal","5304320","5304320","00:00:00.0937500","SystemSettingsBroker","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1718750","232378368","2203550601216","False",,,,"25559040","25559040",,
"taskhostw","1","310","2203545337856","21794816","7729152","37888","C:\Windows\system32\taskhostw.exe","Microsoft Corporation","1.59375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"6564","Microsoft.Win32.SafeHandles.SafeProcessHandle","310","648",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37888","37888","7729152","7729152","307056","307056","9785344","9785344","23322624","23322624","231374848","2203549597696","True","Normal","7729152","7729152","00:00:00.6718750","taskhostw","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5937500","00:00:00.9218750","227115008","2203545337856","False",,,,"21794816","21794816",,
"vm3dservice","0","130","2203431395328","7467008","2248704","8560","C:\Windows\System32\DriverStore\FileRepository\vm3d.inf_arm64_f0033e4e710f9130\vm3dservice.exe","VMware, Inc.","0.078125","9.17.06.0005","9.17.06.0005 - build-22378203","VMware SVGA Helper Service","VMware SVGA 3D","Process","8",,"False",,"6236","Microsoft.Win32.SafeHandles.SafeProcessHandle","130","3104",".","0","","System.Diagnostics.ProcessModule (vm3dservice.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","2248704","2248704","152504","152504","2363392","2363392","8638464","8638464","117370880","2203435593728","True","Normal","2248704","2248704","00:00:00.0625000","vm3dservice","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","113172480","2203431395328","False",,,,"7467008","7467008",,
"vm3dservice","1","136","2203466424320","8134656","2424832","9648","C:\Windows\system32\vm3dservice.exe","VMware, Inc.","0.25","9.17.06.0005","9.17.06.0005 - build-22378203","VMware SVGA Helper Service","VMware SVGA 3D","Process","13",,"False",,"4328","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","3456",".","0","","System.Diagnostics.ProcessModule (vm3dservice.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","2424832","2424832","218696","218696","2539520","2539520","9232384","9232384","152399872","2203470622720","True","High","2424832","2424832","00:00:00.2343750","vm3dservice","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.0156250","148201472","2203466424320","False",,,,"8134656","8134656",,
"vmtoolsd","0","203","2203487240192","11857920","4747264","13560","C:\Program Files (x86)\VMware\VMware Tools\vmtoolsd.exe","VMware, Inc.","0.4375","12.3.5.46049","12.3.5 build-22544099","VMware Tools Core Service","VMware Tools","Process","13",,"False",,"5704","Microsoft.Win32.SafeHandles.SafeProcessHandle","203","3112",".","0","","System.Diagnostics.ProcessModule (vmtoolsd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13560","13560","4747264","4747264","225152","225152","5091328","5091328","14409728","14409728","176484352","2203494707200","True","High","4747264","4747264","00:00:00.2187500","vmtoolsd","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.2187500","169017344","2203487240192","False",,,,"11857920","11857920",,
"vmtoolsd","1","273","2203543470080","20357120","5758976","16280","C:\Program Files (x86)\VMware\VMware Tools\vmtoolsd.exe","VMware, Inc.","0.734375","12.3.5.46049","12.3.5 build-22544099","VMware Tools Core Service","VMware Tools","Process","8",,"False",,"4588","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","8408",".","0","","System.Diagnostics.ProcessModule (vmtoolsd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16280","16280","5758976","5758976","326248","326248","5795840","5795840","21282816","21282816","228474880","2203546697728","True","Normal","5758976","5758976","00:00:00.4375000","vmtoolsd","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:33 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.2968750","225247232","2203543470080","False",,,,"20357120","20357120",,
"Widgets","1","796","2238063759360","55885824","12177408","33688","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.24900.130.0_arm64__cw5n1h2txyewy\Dashboard\Widgets.exe","Microsoft Corporation","2.53125","524.24900.140.0","524.24900.140.0","","Microsoft? Windows? Operating System","Process","8",,"False",,"4988","Microsoft.Win32.SafeHandles.SafeProcessHandle","796","5208",".","0","","System.Diagnostics.ProcessModule (Widgets.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33688","33688","12177408","12177408","660480","660480","16334848","16334848","64806912","64806912","425230336","2238103191552","True","Normal","12177408","12177408","00:00:01.1093750","Widgets","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5312500","00:00:01.4218750","385798144","2238063759360","False",,,,"55885824","55885824",,
