"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"msedgewebview2","1","166","2306862665728","1318912","9850880","10056","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe","Microsoft Corporation","0.359375","129.0.2792.89","129.0.2792.89","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","8",,"False",,"5172","Microsoft.Win32.SafeHandles.SafeProcessHandle","166","6444",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10056","10056","9850880","9850880","724672","724672","17178624","17178624","28233728","28233728","482004992","2306879442944","True","Normal","9850880","9850880","00:00:00.1718750","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.1875000","465227776","2306862665728","False",,,,"1318912","1318912",,
"msedgewebview2","1","412","2307117711360","2838528","23318528","31328","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe","Microsoft Corporation","1.453125","129.0.2792.89","129.0.2792.89","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","10",,"False",,"5156","Microsoft.Win32.SafeHandles.SafeProcessHandle","412","9208",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31328","31328","23318528","23318528","1026440","1026440","24170496","24170496","56549376","56549376","750125056","2307147563008","True","AboveNormal","23318528","23318528","00:00:01.1562500","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4531250","00:00:00.2968750","720273408","2307117711360","False",,,,"2838528","2838528",,
"MsMpEng","0","949","2204378509312","248451072","283410432","210632",,,"218.46875",,,,,"Process","8",,,,,,"949","3148",".","0","",,,,,"210632","210632","283410432","283410432","766832","766832","942772224","942772224","891404288","891404288","1620537344","2204938760192",,,"283410432","283410432","00:01:01.8593750","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:38.4687500","00:02:36.6093750","1060286464","2204378509312","False",,,,"248451072","248451072",,
"NisSrv","0","214","2203467087872","13570048","4272128","25368",,,"0.09375",,,,,"Process","8",,,,,,"214","2756",".","0","",,,,,"25368","25368","4272128","4272128","217928","217928","5001216","5001216","15675392","15675392","153083904","2203471306752",,,"4272128","4272128","00:00:00.0468750","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0468750","148865024","2203467087872","False",,,,"13570048","13570048",,
"OneDrive","1","920","2207262691328","81928192","53350400","53376","C:\Users\Parashar11\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","3.359375","24.186.0915.0004","24.186.0915.0004","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"5508","Microsoft.Win32.SafeHandles.SafeProcessHandle","920","7176",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","53376","53376","53350400","53350400","1254320","1254320","56733696","56733696","130854912","130854912","-330022912","2207283167232","True","Normal","53350400","53350400","00:00:01.6562500","OneDrive","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3593750","00:00:01.7031250","-350498816","2207262691328","False",,,,"81928192","81928192",,
"powershell_ise","1","1140","5587795968","261898240","177557504","81728","C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","Microsoft Corporation","64.984375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"808","Microsoft.Win32.SafeHandles.SafeProcessHandle","1140","4112",".","524544","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (PowerShell_ISE.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","81728","81728","177557504","177557504","1378120","1378120","214368256","214368256","297222144","297222144","1385263104","5680230400","True","Normal","177557504","177557504","00:00:32.5468750","powershell_ise","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:25:36 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:05.0156250","00:00:32.4687500","1292828672","5587795968","False",,,,"261898240","261898240",,
"Registry","0","0","109953024","20480000","4083712","11560",,,"1.4375",,,,,"Process","8",,,,,,"0","92",".","0","",,,,,"11560","11560","4083712","4083712","219104","219104","37060608","37060608","106479616","106479616","193904640","193904640",,,"4083712","4083712","00:00:01.4375000","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:56:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4375000","00:00:00","109953024","109953024","False",,,,"20480000","20480000",,
"RuntimeBroker","1","365","2203587567616","33972224","7270400","20120","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.25","10.0.22621.3672 (WinBuild.160101.0800)","10.0.22621.3672","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3728","Microsoft.Win32.SafeHandles.SafeProcessHandle","365","5332",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20120","20120","7270400","7270400","453112","453112","12582912","12582912","42586112","42586112","295337984","2203613560832","True","Normal","7270400","7270400","00:00:00.6562500","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2500000","00:00:00.5937500","269344768","2203587567616","False",,,,"33972224","33972224",,
"RuntimeBroker","1","706","2203760824320","64262144","17244160","38984","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","3","10.0.22621.3672 (WinBuild.160101.0800)","10.0.22621.3672","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5284","Microsoft.Win32.SafeHandles.SafeProcessHandle","706","5472",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38984","38984","17244160","17244160","779160","779160","20852736","20852736","73330688","73330688","544956416","2203863179264","True","Normal","17244160","17244160","00:00:01.7656250","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03","00:00:01.2343750","442601472","2203760824320","False",,,,"64262144","64262144",,
"RuntimeBroker","1","428","2203570180096","28545024","5267456","18584","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.375","10.0.22621.3672 (WinBuild.160101.0800)","10.0.22621.3672","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3060","Microsoft.Win32.SafeHandles.SafeProcessHandle","428","8452",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18584","18584","5267456","5267456","421392","421392","6217728","6217728","32034816","32034816","268058624","2203586281472","True","Normal","5267456","5267456","00:00:00.2187500","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:40 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1562500","251957248","2203570180096","False",,,,"28545024","28545024",,
"SearchFilterHost","0","182","2203423731712","13492224","2613248","9776","C:\Windows\System32\SearchFilterHost.exe","Microsoft Corporation","0.09375","7.0.22621.4249 (WinBuild.160101.0800)","7.0.22621.4249","Microsoft Windows Search Filter Host","Windows? Search","Process","8",,"False",,"5488","Microsoft.Win32.SafeHandles.SafeProcessHandle","182","5364",".","0","","System.Diagnostics.ProcessModule (SearchFilterHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","9776","9776","2613248","2613248","149424","149424","3231744","3231744","14114816","14114816","105734144","2203423956992","True","Normal","2613248","2613248","00:00:00.0468750","SearchFilterHost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 10:28:03 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0468750","105508864","2203423731712","False",,,,"13492224","13492224",,
"SearchHost","1","1600","2238860894208","128851968","225570816","165772","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","Microsoft Corporation","33.703125","2124.22709.10.0","2124.22709.10.0","","Microsoft? Windows? Operating System","Process","8",,"False",,"4164","Microsoft.Win32.SafeHandles.SafeProcessHandle","1600","5148",".","0","","System.Diagnostics.ProcessModule (SearchHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","165772","165772","225570816","225570816","2402552","2402552","234536960","234536960","378011648","378011648","1247182848","2238925144064","True","Normal","225570816","225570816","00:00:09.4218750","SearchHost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:33.7031250","00:00:24.2812500","1182932992","2238860894208","False",,,,"128851968","128851968",,
"SearchIndexer","0","727","2203544150016","34205696","17272832","21032","C:\Windows\system32\SearchIndexer.exe","Microsoft Corporation","4.859375","7.0.22621.2506 (WinBuild.160101.0800)","7.0.22621.2506","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"3620","Microsoft.Win32.SafeHandles.SafeProcessHandle","727","6156",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21032","21032","17272832","17272832","355656","355656","18993152","18993152","34955264","34955264","226426880","2203544649728","True","Normal","17272832","17272832","00:00:02.2343750","SearchIndexer","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8593750","00:00:02.6250000","225927168","2203544150016","False",,,,"34205696","34205696",,
"SearchProtocolHost","0","368","2203473326080","19939328","3276800","13728","C:\Windows\System32\SearchProtocolHost.exe","Microsoft Corporation","0.1875","7.0.22621.4249 (WinBuild.160101.0800)","7.0.22621.4249","Microsoft Windows Search Protocol Host","Windows? Search","Process","8",,"False",,"5504","Microsoft.Win32.SafeHandles.SafeProcessHandle","368","7604",".","0","","System.Diagnostics.ProcessModule (SearchProtocolHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","13728","13728","3276800","3276800","240672","240672","3629056","3629056","20496384","20496384","155328512","2203473551360","True","Normal","3276800","3276800","00:00:00.1093750","SearchProtocolHost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 10:28:03 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0781250","155103232","2203473326080","False",,,,"19939328","19939328",,
"SecurityHealthService","0","415","2203469672448","19611648","4534272","15368",,,"0.71875",,,,,"Process","8",,,,,,"415","6024",".","0","",,,,,"15368","15368","4534272","4534272","248032","248032","5140480","5140480","22036480","22036480","161492992","2203479715840",,,"4534272","4534272","00:00:00.3125000","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.4062500","151449600","2203469672448","False",,,,"19611648","19611648",,
"SecurityHealthSystray","1","187","2203479752704","13119488","2334720","10192","C:\Windows\System32\SecurityHealthSystray.exe","Microsoft Corporation","0.171875","10.0.22621.3527 (WinBuild.160101.0800)","10.0.22621.3527","Windows Security notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"6776","Microsoft.Win32.SafeHandles.SafeProcessHandle","187","5992",".","0","","System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","2334720","2334720","248944","248944","2482176","2482176","13885440","13885440","164282368","2203482505216","True","Normal","2334720","2334720","00:00:00.0937500","SecurityHealthSystray","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0781250","161529856","2203479752704","False",,,,"13119488","13119488",,
"services","0","636","2203404840960","10366976","5402624","12288",,,"3.71875",,,,,"Process","9",,,,,,"636","712",".","0","",,,,,"12288","12288","5402624","5402624","192904","192904","5570560","5570560","11890688","11890688","109195264","2203427418112",,,"5402624","5402624","00:00:02.2500000","services",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7187500","00:00:01.4687500","86618112","2203404840960","False",,,,"10366976","10366976",,
"ShellExperienceHost","1","836","2203898134528","67301376","30085120","39608","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","0.921875","10.0.22621.4249 (WinBuild.160101.0800)","10.0.22621.4249","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5064","Microsoft.Win32.SafeHandles.SafeProcessHandle","836","6032",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39608","39608","30085120","30085120","1679392","1679392","30380032","30380032","96124928","96124928","587251712","2203905474560","True","Normal","30085120","30085120","00:00:00.4531250","ShellExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9218750","00:00:00.4687500","579911680","2203898134528","False",,,,"67301376","67301376",,
"sihost","1","547","2203592089600","30642176","7102464","18280","C:\Windows\system32\sihost.exe","Microsoft Corporation","3.9375","10.0.22621.3672 (WinBuild.160101.0800)","10.0.22621.3672","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4776","Microsoft.Win32.SafeHandles.SafeProcessHandle","547","3916",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18280","18280","7102464","7102464","466104","466104","7692288","7692288","33255424","33255424","282574848","2203600797696","True","Normal","7102464","7102464","00:00:02.1562500","sihost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.9375000","00:00:01.7812500","273866752","2203592089600","False",,,,"30642176","30642176",,
"smss","0","57","2203361878016","1216512","1765376","3360",,,"0.0625",,,,,"Process","11",,,,,,"57","372",".","0","",,,,,"3360","3360","1765376","1765376","17784","17784","1863680","1863680","1572864","1572864","61829120","2203380051968",,,"1765376","1765376","00:00:00.0625000","smss",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:03 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","43655168","2203361878016","False",,,,"1216512","1216512",,
"spoolsv","0","414","2203459600384","14516224","5300224","20752","C:\Windows\System32\spoolsv.exe","Microsoft Corporation","0.1875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"5224","Microsoft.Win32.SafeHandles.SafeProcessHandle","414","2688",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20752","20752","5300224","5300224","209152","209152","5734400","5734400","19374080","19374080","150814720","2203469037568","True","Normal","5300224","5300224","00:00:00.0937500","spoolsv","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0937500","141377536","2203459600384","False",,,,"14516224","14516224",,
"StartMenuExperienceHost","1","898","2207220150272","97554432","56033280","43048","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","Microsoft Corporation","4.421875","10.0.22621.4249 (WinBuild.160101.0800)","10.0.22621.4249","Windows Start Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5776","Microsoft.Win32.SafeHandles.SafeProcessHandle","898","5156",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43048","43048","56033280","56033280","1338984","1338984","58392576","58392576","127664128","127664128","-355053568","2207258136576","True","Normal","56033280","56033280","00:00:01.6250000","StartMenuExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4218750","00:00:02.7968750","-393039872","2207220150272","False",,,,"97554432","97554432",,
"svchost","1","326","2203577810944","34627584","8671232","16176","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.390625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4212","Microsoft.Win32.SafeHandles.SafeProcessHandle","326","116",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16176","16176","8671232","8671232","446608","446608","9359360","9359360","34758656","34758656","270610432","2203588833280","True","Normal","8671232","8671232","00:00:00.2031250","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 10:02:22 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","00:00:00.1875000","259588096","2203577810944","False",,,,"34627584","34627584",,
"svchost","0","294","2203422126080","9932800","2961408","11416","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4792","Microsoft.Win32.SafeHandles.SafeProcessHandle","294","408",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11416","11416","2961408","2961408","171616","171616","3289088","3289088","12664832","12664832","117342208","2203435565056","True","Normal","2961408","2961408","00:00:00.5468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0937500","00:00:00.5468750","103903232","2203422126080","False",,,,"9932800","9932800",,
"svchost","0","242","2203488583680","20205568","4091904","12912","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.796875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6396","Microsoft.Win32.SafeHandles.SafeProcessHandle","242","720",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12912","12912","4091904","4091904","270016","270016","4747264","4747264","22462464","22462464","190033920","2203508256768","True","Normal","4091904","4091904","00:00:00.8593750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7968750","00:00:00.9375000","170360832","2203488583680","False",,,,"20205568","20205568",,
"svchost","0","401","2203448057856","15548416","4714496","16336","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.359375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5168","Microsoft.Win32.SafeHandles.SafeProcessHandle","401","764",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16336","16336","4714496","4714496","191248","191248","5820416","5820416","18276352","18276352","149241856","2203467464704","True","Normal","4714496","4714496","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.1718750","129835008","2203448057856","False",,,,"15548416","15548416",,
"svchost","0","1091","2203507810304","30838784","9744384","22608","C:\Windows\system32\svchost.exe","Microsoft Corporation","9.015625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6348","Microsoft.Win32.SafeHandles.SafeProcessHandle","1091","856",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22608","22608","9744384","9744384","594848","594848","10797056","10797056","31690752","31690752","207212544","2203525435392","True","Normal","9744384","9744384","00:00:06.7187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.0156250","00:00:02.2968750","189587456","2203507810304","False",,,,"30838784","30838784",,
"svchost","0","1081","2203426807808","16138240","7860224","18832","C:\Windows\system32\svchost.exe","Microsoft Corporation","9.703125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4324","Microsoft.Win32.SafeHandles.SafeProcessHandle","1081","1008",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18832","18832","7860224","7860224","191728","191728","8085504","8085504","16392192","16392192","124080128","2203442302976","True","Normal","7860224","7860224","00:00:04.2656250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.7031250","00:00:05.4375000","108584960","2203426807808","False",,,,"16138240","16138240",,
"svchost","0","119","2203400843264","5902336","1417216","7592","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.015625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2552","Microsoft.Win32.SafeHandles.SafeProcessHandle","119","1028",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7592","7592","1417216","1417216","90872","90872","1634304","1634304","6602752","6602752","85766144","2203403988992","True","Normal","1417216","1417216","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","82620416","2203400843264","False",,,,"5902336","5902336",,
"svchost","0","212","2203425120256","11624448","2822144","12072","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6672","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","1052",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12072","12072","2822144","2822144","144320","144320","3256320","3256320","12820480","12820480","113192960","2203431415808","True","Normal","2822144","2822144","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","106897408","2203425120256","False",,,,"11624448","11624448",,
"svchost","0","234","2203428196352","11321344","2228224","9376","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.15625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6684","Microsoft.Win32.SafeHandles.SafeProcessHandle","234","1060",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2228224","2228224","168024","168024","2514944","2514944","12029952","12029952","114692096","2203432914944","True","Normal","2228224","2228224","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0781250","109973504","2203428196352","False",,,,"11321344","11321344",,
"svchost","0","139","2203404353536","7831552","5844992","24456","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.40625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3524","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","1100",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24456","24456","5844992","5844992","89544","89544","6066176","6066176","11198464","11198464","89812992","2203408035840","True","Normal","5844992","5844992","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4062500","00:00:00.2187500","86130688","2203404353536","False",,,,"7831552","7831552",,
"svchost","0","924","2203446468608","18120704","5881856","19824","C:\Windows\System32\svchost.exe","Microsoft Corporation","2.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4076","Microsoft.Win32.SafeHandles.SafeProcessHandle","924","1144",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19824","19824","5881856","5881856","202688","202688","7581696","7581696","20541440","20541440","147976192","2203466199040","True","Normal","5881856","5881856","00:00:01.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0937500","00:00:01.0156250","128245760","2203446468608","False",,,,"18120704","18120704",,
"svchost","1","262","2203462156288","16224256","3633152","14808","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5228","Microsoft.Win32.SafeHandles.SafeProcessHandle","262","1164",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14808","14808","3633152","3633152","227792","227792","4022272","4022272","17989632","17989632","151511040","2203469733888","True","Normal","3633152","3633152","00:00:00.1250000","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0781250","143933440","2203462156288","False",,,,"16224256","16224256",,
